seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,32.58,12.24,-245.42,2.50072e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-40.17352467,29.55761575,-171.0002504,4.05861e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,39.17,163.17,-509.67,0.000963274
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,36.23,-194.05,-195.23,0.00832986
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,86.71476884,72.5618981,-356.7820444,4.00803e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,70.98953026,32.2985749,-158.1377658,2.5643e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-103.88,-101.77,1124,1.58381e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-37.39822593,44.02679435,1668.584417,0.000582332
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,68.6,3.9,-204.75,7.41987e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,103.305,-21.67,-170.595,1.07623e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-63.18120312,9.708623134,-133.8402325,2.98597e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-15.69,-119.19,1154.1,1.01034e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-56.8,-43.69,-190.83,3.9212e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,30.15860748,-185.8540253,-305.1956984,2.08099e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,52.44274007,85.69743377,-116.8365563,5.71982e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,94.08674057,30.62952797,-107.3975,3.02869e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-44.44143309,14.24174702,-110.9796616,1.11029e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-111.37,-102.82,-269.99,0.055417
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,35.71561096,-171.4461907,-221.6250918,4.22768e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,64.66957631,203.2006305,-461.8021244,1.63635e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,75.65691327,15.75889121,-178.8126537,9.44829e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-122.06,146.42,-730.05,0.00146738
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,108.97,-146.01,-256.44,0.00019371
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,69.47,62.73,-241.21,6.5649e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,77.05,-199.4,-117.2,0.474649
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,116.1091479,47.81222571,-206.9907409,9.41537e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-122.81,186.67,-702.04,0.000129652
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-134.9472315,-1.473681343,-234.1003158,4.5169e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-3.82,23.93,-156.32,0.000958037
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-83.965,19.105,-84.61,2.98919e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-110.47,118.93,-334.5,3.88908e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,26.76,-16.64,-89.31,3.38485e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,48.47,14.03,-173.01,5.62594e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,37.4425,-35.3725,-116.395,1.22693e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-101.8497008,86.55777328,-244.8285514,0.000244104
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-119.0553795,2.901792894,-92.2460347,3.95283e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,68.21,140.48,-622.75,1.53202e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-89.5714409,227.435271,-694.4799437,1.72787e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,6.85,-15.65,-183.61,1.23655e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,58.1188505,30.76021262,-126.5102625,2.14716e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,104.1628387,-246.5493535,-237.3581974,8.47741e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-24.47,-131.57,-233.6,4.27483e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,90.79,179.85,-471,2.80066e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,33.25,-136.01,-111.46,1.50408e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,56.29546932,-92.9393843,-277.0034549,0.148631
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,78.33,156.68,-693.68,6.34856e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-37.8035258,-142.8605619,-148.7743756,7.28936e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-49.91,-19.68,-92.56,6.44112e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,100.22,155.01,-637.49,6.13919e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,48.76905532,191.5725183,-763.5314817,9.39502e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-60.27,3.49,-52.69,0.000248607
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-122.05,22.27,-245.3,1.26643e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-22.64,106.75,-591.25,3.46867e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,-16.99,13.32,-175.11,4.45679e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,115.5428292,9.690404039,-226.5509147,1.75902e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,13.98514406,163.8688703,1722.88057,1.94904e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,118.87,-4.83,-148.58,8.07929e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,113.3,35.1,-262.41,1.70836e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-76.16,31.3,-144.78,5.40818e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,53.49,130.3,-442.31,3.50118e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-31.52,41.67,-194.88,4.35565e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-38.85,-225.18,-343.5,2.17392e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-23.69465446,-7.426453817,-189.6766669,0.00338081
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-57.79,-15.05,128.61,2.11495e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-103.485,75.095,-188.71,7.31502e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,52.18,-126.9,-202.2,3.69675e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,57.34922478,152.3832498,-428.5381252,0.000210666
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-105.0015567,41.10130556,-140.6005976,0.0010572
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,32.92,50.24,-145.94,1.54184e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,67.08,50.6,-283.34,2.05219e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-78.49280917,77.45991618,-20.49626886,6.19642e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,74.31,160.25,-599.43,7.29111e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-40.7,-11.07,-201.5,2.82776e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,47.49380383,32.64034725,-286.4611113,3.54109e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,54.05,-23.5,-117.93,5.98363e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,29.7,48.9,-236.76,4.45423e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-111.7395884,59.75623509,-270.2505885,2.24686e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-105.41,125.82,-747.01,1.12075e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,42.44,-186.51,-158.13,5.18741e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-174.94,-18.5,-209.5,0.000156605
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-57.52,111.29,-389.32,0.000469234
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-55.05,-238.95,-247.27,1.1214e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,65.8,-79.86,-252.99,9.58308e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,114.85,33.06,-257.63,2.97879e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,44.43716104,49.7009201,-220.6951685,0.000307835
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-127.67,109.93,-339.5,3.8556e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-81.22228669,62.48028357,-132.1381083,2.78996e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,45.82,31.21,-289.9,0.000355302
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,102.154375,152.779375,-468.989997,1.54106e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,-61.37,32.91,-80.26,1.85157e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-71.75,51.5,-107.69,0.00210896
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-52.92982899,95.7199087,-126.1577778,2.46475e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-90.7636406,70.22977014,-210.5012191,5.07635e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,71.80743204,-7.613632481,-68.1903228,1.0482e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,82.42974905,30.03577056,-222.7934536,5.07348e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,81.86,73.25,-613.75,4.91032e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,-55.12,37.72,-264,7.8589e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,73.31661914,-3.066864718,-146.4140325,1.9743e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-26.025,-8.52,-100.345,4.4502e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-61.97,-91.36,-287.33,0.00011119
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-50.63,4.83,-181.83,5.62415e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-13.46455227,16.90754677,-128.632192,4.85344e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,49.49259127,14.06143744,-101.7355321,6.8967e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,14.82,-143.38,-131.2,0.0140082
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,65.015,81.825,-81.325,1.46405e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,15.65262008,219.6132653,-669.2134775,0.00702129
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,74.44,82.44,-157.43,6.5261e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-57.38749086,-44.09356467,-181.1223426,0.000150047
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,66.5,3.61,-43.21,0.14353
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-41.45,137.48,1733.44,2.09278e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,71.88507429,-38.08750813,-269.159619,0.000291874
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,66.15,157.26,-596.82,7.27914e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,64.20171686,-54.30246865,-116.4049821,8.64052e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,42.90172698,4.056299342,-88.03658882,2.88758e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-46.95,165.36,-530.38,7.44411e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,31.76321516,176.1306741,-333.3396553,0.00030151
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,96.62,1.35,-142.23,1.65893e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,49.87952852,-113.4351364,-128.1134309,1.22995e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-24.70693856,-0.437552966,-131.7038199,9.77803e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-9.36,40.59,-127.24,0.000113697
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,141.7018569,40.81639979,-317.4178574,1.96681e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,52.59242751,59.62573691,-259.6436465,1.3769e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-101.16,164.93,-320.48,1.4068e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-1.65,-49.36,-157.65,3.02434e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,84.26,-23.45,-92.93,1.63025e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-31.65,118.57,1760.81,0.0866719
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-56.84602867,-12.01691379,-150.3827679,2.66459e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,123.8139337,35.07714318,-201.4089625,3.07359e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-62.98,86.32,-563.29,3.21526e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,77.765,2.3,-212.25,3.22003e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,53.59,188.23,-635.99,8.8179e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-117.0287172,203.2496413,-490.6070757,5.72232e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,77.62656296,17.69019443,-146.3709918,6.11444e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,69.9,26.7,-149.42,9.68199e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,58.95,73.08,-250.67,1.80901e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-90.17572928,-0.055854274,-79.46356782,8.39631e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,102.13,7.23,-142.4,0.000285594
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,12.8,-62,-133.5,1.46464e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-50.925003,22.5,-107.764999,2.10374e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-85.89909534,-61.05942949,-252.6075612,0.000240186
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-57.995,76.635,-275,3.88656e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-106.4,-17.89,-109.55,0.000290628
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,43.21517755,48.99955534,-191.9750002,8.61109e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,62.21,21.935,-114.915,0.000199963
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,-48.14,34.11,-236.84,1.35581e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-48.95,60.1,-158.35,4.27169e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,70.77,-189.23,-227.59,0.0061807
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,32.76,168.99,1656.22,2.736e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-91.59614521,-12.33384368,-85.87906734,1.70823e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-46.04036454,87.10671481,-212.8634274,0.00783914
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,119.2717392,20.08889764,-154.5484414,0.94574
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-70.11195737,70.3822855,-285.8071431,2.5729e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-77.7,82.82,-634.17,4.03852e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,54.81,130.31,-275.73,6.20314e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-16.87,-9.13,-26.31,0.000581492
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-109.59,9.17,-287.75,9.40203e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,55.429602,2.57806,107.5,3.81602e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,63.48686133,175.6018459,-370.2730771,4.27326e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-60.15,-115.32,-98.99,5.43373e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-55.69,-129.02,-260.69,3.22063e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,-121.41,35.4,-218.86,9.81949e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,47.37,-67.51,-163.12,1.90754e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,34.66,156.73,-803.29,8.82559e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-71.15196772,64.17279049,-132.4484528,2.19538e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,74.83631842,6.963431903,-182.4894092,2.29888e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,141.73,36.53,-140.23,5.19996e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,82.69,12.94,-99.11,1.79536e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,-76.62178986,64.63117065,-237.8529241,0.000141711
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,42.61433785,-8.429177171,-114.844602,1.00922e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-38.60330891,99.47273457,-199.3507249,3.00205e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,-84.83828818,29.24423498,-112.9414575,4.4385e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,51.04436048,82.05347443,-58.54662389,3.32941e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,34.41,63.42,-54.885,2.64409e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-78.41030022,-17.54930022,-115.1220002,1.86366e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-34.87201264,-28.7280599,-86.54133069,5.6374e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,-50.31,70.74,-88.03,2.8921e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,85.15,136.1,-509.9,8.15271e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-73.19,113.28,-459.79,2.22977e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,69.78,171.34,-502.5,8.79533e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-96.36683355,26.63039427,-140.9395835,2.90642e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-89.05551471,95.49229387,-276.750098,9.91397e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,121.5299472,-95.22263179,-310.3342107,1.88785e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,-105.7163124,4.378603858,-229.0713759,4.75275e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-89.74116688,111.8997331,-174.1608336,1.3236e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,72.90796902,66.64474595,-106.8470195,4.29813e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-71.2,-3,-9.18,4.28894e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-6.98,55.95,-159.08,0.00014544
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-63.5,-23,-173.1,9.94165e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-97.3445709,84.42194953,-120.0847646,0.00011066
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,50.5,188.5,-511.5,0.000128536
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,-21.52959713,-165.160599,-121.4482443,3.4622e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-83.11926302,-210.391607,-141.6625,5.52644e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,14.13,67.26,-190.46,0.00093115
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-80.70984566,7.709263129,-147.0303032,0.000135854
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,-61.59,206.32,-522.3,7.03164e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,47.325,49.635,1657.275,1.33153e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-72.64632658,-66.17376775,-280.4388236,1.41087e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,84.21872238,191.5418649,-869.0118253,0.0168203
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,81.6421871,-56.22849893,-210.8152327,7.87566e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,47.07273312,96.84108312,-131.963021,5.65105e-11
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-94.86,47.47,-102.91,0.000576889
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,58.46608646,41.72513827,-192.5248145,4.13086e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-65.90170607,119.4998233,-104.0252944,8.11889e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,66.68555173,61.24064434,-46.8200001,3.45829e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-33.98812323,37.346006,-120.7473278,2.23303e-06
